zipcode,Price
10459,76.54545454545456
10460,135.22222222222217
10461,65.66666666666669
10462,63.21052631578949
10463,86.70588235294117
10464,130.09090909090912
10465,136.55555555555554
10466,98.54999999999998
10467,82.37499999999997
10468,64.45454545454544
10469,62.885714285714286
10470,67.33333333333333
10471,91.90000000000002
10472,47.27777777777778
10473,85.66666666666669
10474,49.22222222222221
10475,113.5
10550,64.00000000000001
10704,199.99999999999991
11001,74.00000000000003
11004,70.00000000000001
11101,111.17129629629629
11102,104.97474747474746
11103,107.87301587301587
11104,102.05333333333333
11105,98.5625
11106,106.49392712550608
11109,170.6153846153846
11201,170.3497267759563
11203,79.77450980392156
11204,80.78947368421055
11205,127.02380952380952
11206,95.1576354679803
11207,83.8458904109589
11208,95.1911764705882
11209,84.05319148936171
11210,90.59420289855072
11211,143.55438813349815
11212,101.3035714285714
11213,106.63363363363365
11214,84.7142857142857
11215,148.51342812006322
11216,106.86895810955961
11217,155.77450980392157
11218,105.39574468085107
11219,81.07692307692311
11220,69.43103448275862
11221,88.62103505843072
11222,123.7974025974026
11223,83.12500000000001
11224,94.68181818181824
11225,98.16839916839916
11226,89.125
11228,114.70000000000002
11229,79.93023255813955
11230,101.56435643564355
11231,179.593625498008
11232,96.58333333333333
11233,104.38627450980393
11234,134.32558139534885
11235,105.58536585365853
11236,113.43835616438353
11237,78.75582990397805
11238,131.42146892655367
11239,89.99999999999967
11249,168.58712121212125
"11249
11249",59.999999999999986
11354,105.45098039215686
11355,95.69158878504673
11356,91.37500000000004
11357,95.99999999999997
11358,144.3513513513514
11360,105.25
11361,153.85
11362,68.66666666666669
11363,121.00000000000006
11364,84.66666666666669
11365,89.16666666666666
11366,65.00000000000003
11367,85.99999999999999
11368,63.29824561403509
11369,64.58333333333334
11370,80.88
11372,85.61607142857144
11373,75.91735537190083
11374,81.46875000000001
11375,94.57303370786516
11377,85.68508287292819
11378,74.03333333333333
11379,85.17391304347827
11385,78.3923076923077
11411,68.44444444444443
11412,142.03125000000006
11413,92.08333333333333
11414,92.12500000000001
11415,95.94736842105264
11416,67.18750000000001
11417,96.84615384615387
11418,83.43999999999998
11419,60.29166666666666
11420,135.00000000000006
11421,64.41176470588236
11422,71.2
11423,113.57142857142858
11426,85.39999999999999
11427,336.3333333333332
11428,69.0
11429,73.59999999999998
11432,139.77777777777777
11433,98.64285714285712
11434,80.61111111111111
11435,108.87096774193552
11436,79.30000000000001
11509,300.0000000000002
11580,74.99999999999997
11691,79.53333333333333
11692,132.1851851851852
11693,146.24137931034488
11694,119.39999999999998
15074,591.0000000000002
1m,59.000000000000014
20001,224.67113276492086
20002,238.30987394957984
20003,288.3484848484849
20004,371.54545454545445
20005,276.69801980198025
20006,183.47368421052627
20007,246.87969924812035
20008,207.55294117647063
20009,214.49620801733482
20010,184.57183098591548
20011,164.1706586826347
20012,125.54794520547942
20015,165.4358974358975
20016,201.85576923076925
20017,148.1322314049587
20018,157.52336448598132
20019,132.44339622641505
20020,171.85000000000005
20024,212.90983606557376
20032,213.37037037037027
20036,188.82608695652178
20037,192.9818181818182
20052,195.00000000000006
20064,1200.0000000000011
20229,309.0000000000007
20268,519.2
20372,119.99999999999997
20712,63.999999999999915
20743,22.66666666666667
20748,65.0
20781,749.9999999999999
20782,183.75
20815,1249.9999999999995
20816,239.99999999999991
20910,171.66666666666666
20912,187.5
210,32.999999999999986
60302,42.500000000000014
60601,176.76470588235293
60602,129.64999999999998
60603,214.0000000000001
60605,179.12987012987017
60606,151.85714285714295
60607,114.44262295081967
60608,83.88050314465409
60609,119.25
60610,183.05228758169937
60611,191.87500000000003
60612,114.62244897959184
60613,168.34939759036146
60614,179.84234234234236
60615,95.17777777777778
60616,134.7156862745098
60617,25.71428571428574
60618,113.28176795580113
60619,121.16666666666664
60620,62.5
60621,45.53333333333333
60622,131.05135951661634
60623,53.44117647058824
60624,55.52
60625,100.50000000000001
60626,95.32967032967034
60628,50.00000000000004
60629,46.44444444444444
60630,84.32142857142858
60631,97.66666666666669
60632,51.80000000000001
60633,96.50000000000003
60634,131.8666666666667
60636,128.6000000000001
60637,79.22916666666667
60638,57.24999999999999
60639,77.30769230769229
60640,110.54838709677422
60641,92.87272727272727
60642,144.07913669064746
60643,71.85714285714282
60644,92.75000000000001
60645,80.34883720930233
60646,85.33333333333331
60647,123.29106628242074
60649,60.42105263157896
60651,67.92307692307692
60652,45.0
60653,114.3625
60654,197.80597014925374
60656,88.39999999999993
60657,184.22058823529414
60659,62.14999999999999
60660,102.87058823529412
60661,163.20000000000002
60707,178.39999999999992
60805,30.000000000000004
7302,135.00000000000003
90001,70.25
90002,80.00000000000001
90003,63.49999999999999
90004,132.33922261484102
90005,99.21301775147928
90006,66.5774647887324
90007,71.03007518796993
90008,123.17460317460316
90010,145.47222222222223
90011,74.78571428571426
90012,134.86324786324786
90013,151.45384615384614
90014,143.1395348837209
90015,213.18939393939394
90016,128.6132075471698
90017,154.63076923076926
90018,97.27200000000002
90019,121.66666666666667
90020,96.82051282051283
90021,268.5777777777777
90022,80.85714285714286
90023,96.10000000000005
90024,154.13531353135315
90025,127.11345646437995
90026,126.68188105117565
90027,132.91022443890273
90028,135.37468030690536
90029,113.02713178294573
90031,101.81159420289853
90032,105.67346938775512
90033,60.86956521739131
90034,105.778125
90035,131.7198275862069
90036,142.39494470774093
90037,73.02439024390245
90038,124.02756892230576
90039,129.272030651341
9004,68.00000000000001
90040,84.49999999999983
90041,114.5057471264368
90042,97.84347826086956
90043,90.41666666666666
90044,154.00000000000006
90045,134.27659574468086
90046,181.42916235780768
90047,117.73913043478257
90048,203.02933333333334
90049,216.8150289017341
90056,138.99999999999997
90057,90.51764705882351
90058,98.25000000000001
90059,103.3999999999999
90061,64.50000000000001
90062,71.93333333333332
90063,101.25925925925925
90064,129.82432432432432
90065,114.53475935828877
90066,139.56421052631578
90067,554.833333333333
90068,208.59315589353614
90069,234.3101604278075
90071,115.00000000000001
90077,493.6000000000001
90094,201.0714285714286
90095,372.4999999999999
90201,56.00000000000003
90210,505.79411764705884
90211,231.16901408450704
90212,182.99186991869922
90220,73.28571428571429
90221,48.00000000000005
90222,65.99999999999983
90230,110.44554455445547
90232,133.66666666666669
90240,84.5
90241,106.60000000000002
90242,58.66666666666668
90245,119.30882352941178
90247,52.0
90248,173.75000000000006
90249,75.72222222222223
90250,88.23333333333333
90254,286.58947368421053
90255,46.33333333333335
90260,106.34482758620695
90262,65.11111111111113
90265,473.48214285714283
90266,286.6111111111111
90272,380.64220183486253
90274,332.99999999999994
90275,360.85294117647067
90277,192.13178294573643
90278,145.71578947368423
90280,78.58333333333333
90290,232.69064748201436
90291,205.61616954474098
90292,217.63756613756618
90293,199.906976744186
90301,74.80645161290319
90302,58.46551724137932
90303,74.99999999999999
90304,95.50000000000004
90305,85.31578947368423
90401,185.78048780487808
90402,362.22950819672144
90403,164.46666666666667
90404,128.79375000000002
90405,186.739336492891
90501,85.66666666666667
90502,72.9166666666667
90503,93.9
90504,59.88
90505,155.77419354838713
90601,93.80000000000003
90602,125.92857142857147
90603,137.24999999999997
90604,82.55555555555557
90605,54.000000000000014
90606,155.99999999999994
90630,59.999999999999986
90631,191.46153846153854
90638,81.13333333333335
90640,117.33333333333331
90650,60.9375
90660,92.83333333333331
90670,50.00000000000004
90701,45.000000000000014
90703,99.39999999999998
90704,333.7857142857143
90706,123.4285714285714
90710,153.7272727272728
90712,109.4
90713,83.66666666666666
90715,61.66666666666659
90716,76.33333333333336
90717,110.57894736842105
90723,55.666666666666664
90731,119.02380952380955
90732,115.80952380952381
90744,256.625
90745,86.5
90746,158.8666666666667
90755,134.2222222222223
90802,116.73214285714286
90803,160.9766081871345
90804,99.7123287671233
90805,107.2727272727273
90806,95.825
90807,86.46938775510202
90808,104.72727272727272
90810,101.15789473684211
90813,121.71739130434787
90814,110.01694915254234
90815,90.35000000000001
90840,32.0
91001,150.47540983606558
91006,117.3777777777778
91007,153.7790697674419
91008,293.80000000000024
91010,86.53846153846153
91011,246.5499999999999
91016,94.6326530612245
91020,92.00000000000003
91024,96.37500000000003
91030,148.72000000000003
91040,108.0
91042,172.82352941176475
91101,154.0526315789474
91103,184.4255319148937
91104,136.6421052631579
91105,176.3220338983051
91106,117.53658536585365
91107,158.92857142857142
91108,148.12500000000006
91201,160.99999999999994
91202,200.24137931034485
91203,140.80952380952377
91204,106.91666666666669
91205,100.58620689655172
91206,138.88571428571427
91207,156.4444444444445
91208,164.15384615384608
91210,235.111111111111
91214,110.26315789473686
91301,206.5
91302,229.77272727272728
91303,88.06250000000003
91304,80.86111111111113
91306,94.30000000000001
91307,136.92592592592595
91308,38.99999999999999
91311,111.625
91316,228.46153846153842
91321,85.66666666666669
91324,105.37500000000007
91325,146.8181818181818
91326,160.99999999999997
91331,92.33333333333331
91335,90.52439024390243
91340,117.10000000000002
91342,213.6666666666667
91343,172.84615384615384
91344,118.36000000000001
91345,187.50000000000006
91350,118.16666666666669
91351,69.50000000000001
91352,122.07692307692311
91354,90.30769230769236
91355,84.78571428571432
91356,204.22033898305088
91361,77.85714285714286
91362,218.3333333333336
91364,158.24561403508775
91367,131.57843137254906
91377,64.99999999999999
91381,123.59999999999991
91384,86.45454545454547
91387,105.53846153846156
91390,242.9411764705883
91401,163.6326530612245
91402,69.64705882352939
91403,195.9245283018868
91405,76.74324324324324
91406,99.85245901639347
91411,147.30434782608702
91423,174.95238095238096
91436,354.29032258064507
91501,130.02777777777774
91502,125.9411764705882
91504,98.8421052631579
91505,113.04651162790698
91506,103.8918918918919
91523,95.0
91601,107.18672199170126
91602,142.29357798165137
91604,197.11518324607334
91605,88.67441860465117
91606,99.91596638655464
91607,112.67647058823532
91702,73.71428571428571
91706,52.24999999999999
91708,68.00000000000001
91711,144.30769230769232
91722,52.33333333333332
91723,65.00000000000001
91724,77.33333333333333
91731,67.66666666666666
91732,76.56521739130434
91733,67.55555555555554
91740,117.49999999999997
91741,169.70588235294122
91744,53.72727272727273
91745,117.07462686567166
91746,62.68750000000001
91748,83.5077519379845
91750,98.81250000000006
91754,127.56896551724137
91755,70.6341463414634
91764,199.99999999999991
91765,108.26530612244902
91766,53.96666666666667
91767,49.88235294117647
91768,107.04761904761905
91770,92.2051282051282
91773,151.4285714285714
91775,119.42857142857143
91776,84.20238095238095
91780,105.84848484848484
91786,50.00000000000004
91789,96.43333333333334
91790,57.11111111111112
91791,126.7692307692308
91792,99.66666666666664
91801,77.12658227848101
91802,249.9999999999999
91803,81.23529411764704
92397,39.99999999999998
92614,186.00000000000009
92821,79.99999999999997
92880,38.99999999999999
93105,121.00000000000003
93532,117.50000000000003
93534,58.57142857142859
93535,118.85714285714292
93536,314.77777777777806
93543,69.0
93550,63.72727272727274
93551,85.2857142857143
93552,31.999999999999993
93563,198.99999999999997
94014,223.64285714285734
94102,248.22624434389144
94103,218.15193370165747
94104,600.2
94105,296.05263157894734
94107,236.2987804878049
94108,218.8910256410257
94109,250.67540322580646
94110,208.60323886639677
94111,258.7857142857143
94112,153.2758620689655
94114,239.24952741020795
94115,249.30061349693256
94116,175.34
94117,237.94326241134752
94118,250.12350597609566
94121,235.56818181818187
94122,174.00380228136888
94123,320.5057915057915
94124,128.85185185185188
94127,213.2421052631579
94129,849.4999999999998
94130,127.50000000000006
94131,211.38321167883214
94132,143.69999999999996
94133,263.7105263157895
94134,145.50000000000003
94158,194.21052631578948
94401,100.00000000000004
"95202


94158",104.99999999999997
99135,339.99999999999983
Near 91304,88.99999999999999
